Wert,Zeit,Datum
1349 W,13:37:31,15-09-2022
1772 W,13:37:50,15-09-2022
1307 W,13:38:02,15-09-2022
1988 W,13:38:18,15-09-2022
1293 W,13:38:34,15-09-2022
861 W,13:38:46,15-09-2022
740 W,13:39:05,15-09-2022
561 W,13:39:17,15-09-2022
545 W,13:39:36,15-09-2022
540 W,13:39:49,15-09-2022
522 W,13:40:08,15-09-2022
512 W,13:40:20,15-09-2022
494 W,13:40:33,15-09-2022
342 W,13:40:51,15-09-2022
168 W,13:41:04,15-09-2022
60 W,13:41:16,15-09-2022
47 W,13:41:35,15-09-2022
0 W,13:41:48,15-09-2022
1 W,13:42:50,15-09-2022
0 W,13:43:09,15-09-2022
11 W,13:43:18,15-09-2022
3 W,13:43:31,15-09-2022
6 W,13:43:50,15-09-2022
9 W,13:44:02,15-09-2022
2 W,13:44:18,15-09-2022
5 W,13:44:34,15-09-2022
13 W,13:44:49,15-09-2022
15 W,13:45:05,15-09-2022
0 W,13:45:17,15-09-2022
18 W,13:45:33,15-09-2022
1 W,13:45:49,15-09-2022
3 W,13:46:04,15-09-2022
8 W,13:46:20,15-09-2022
14 W,13:46:39,15-09-2022
9 W,13:46:48,15-09-2022
5 W,13:47:04,15-09-2022
0 W,13:47:19,15-09-2022
13 W,13:47:35,15-09-2022
30 W,13:47:48,15-09-2022
47 W,13:48:03,15-09-2022
114 W,13:48:16,15-09-2022
168 W,13:48:34,15-09-2022
205 W,13:48:47,15-09-2022
281 W,13:49:06,15-09-2022
364 W,13:49:18,15-09-2022
493 W,13:49:31,15-09-2022
584 W,13:49:50,15-09-2022
663 W,13:50:02,15-09-2022
388 W,13:50:18,15-09-2022
1293 W,13:50:49,15-09-2022
1458 W,13:51:05,15-09-2022
1605 W,13:51:17,15-09-2022
1707 W,13:51:36,15-09-2022
1888 W,13:51:48,15-09-2022
2078 W,13:52:01,15-09-2022
2452 W,13:52:20,15-09-2022
2472 W,13:52:32,15-09-2022
3051 W,13:52:48,15-09-2022
4656 W,13:53:03,15-09-2022
5693 W,13:53:19,15-09-2022
6273 W,13:53:35,15-09-2022
5994 W,13:53:47,15-09-2022
1398 W,13:54:03,15-09-2022
1325 W,13:54:19,15-09-2022
1169 W,13:54:34,15-09-2022
1292 W,13:54:50,15-09-2022
3735 W,13:55:02,15-09-2022
4827 W,13:55:18,15-09-2022
2479 W,13:55:40,15-09-2022
1809 W,13:55:49,15-09-2022
1049 W,13:56:05,15-09-2022
718 W,13:56:17,15-09-2022
631 W,13:56:36,15-09-2022
609 W,13:56:49,15-09-2022
484 W,13:57:07,15-09-2022
433 W,13:57:20,15-09-2022
266 W,13:57:39,15-09-2022
209 W,13:57:48,15-09-2022
88 W,13:58:01,15-09-2022
43 W,13:58:19,15-09-2022
8 W,13:58:32,15-09-2022
0 W,13:58:48,15-09-2022
12 W,13:59:03,15-09-2022
0 W,13:59:19,15-09-2022
15 W,13:59:50,15-09-2022
7 W,14:00:03,15-09-2022
9 W,14:00:18,15-09-2022
30 W,14:00:37,15-09-2022
53 W,14:00:46,15-09-2022
31 W,14:01:05,15-09-2022
39 W,14:01:21,15-09-2022
26 W,14:01:33,15-09-2022
11 W,14:01:46,15-09-2022
0 W,14:02:05,15-09-2022
53 W,14:02:17,15-09-2022
42 W,14:02:36,15-09-2022
13 W,14:02:55,15-09-2022
44 W,14:03:04,15-09-2022
43 W,14:03:17,15-09-2022
70 W,14:03:35,15-09-2022
75 W,14:03:48,15-09-2022
85 W,14:04:03,15-09-2022
114 W,14:04:19,15-09-2022
121 W,14:04:38,15-09-2022
158 W,14:04:54,15-09-2022
198 W,14:05:03,15-09-2022
238 W,14:05:19,15-09-2022
315 W,14:05:31,15-09-2022
326 W,14:05:50,15-09-2022
414 W,14:06:02,15-09-2022
444 W,14:06:18,15-09-2022
492 W,14:06:40,15-09-2022
593 W,14:06:49,15-09-2022
686 W,14:07:02,15-09-2022
691 W,14:07:17,15-09-2022
2416 W,14:07:39,15-09-2022
2509 W,14:07:49,15-09-2022
516 W,14:08:04,15-09-2022
584 W,14:08:17,15-09-2022
767 W,14:08:39,15-09-2022
880 W,14:08:48,15-09-2022
1100 W,14:09:01,15-09-2022
978 W,14:09:19,15-09-2022
999 W,14:09:32,15-09-2022
1395 W,14:09:48,15-09-2022
1294 W,14:10:03,15-09-2022
1162 W,14:10:16,15-09-2022
1299 W,14:10:38,15-09-2022
2001 W,14:10:47,15-09-2022
4913 W,14:11:06,15-09-2022
3667 W,14:11:18,15-09-2022
3455 W,14:11:34,15-09-2022
3699 W,14:11:50,15-09-2022
3728 W,14:12:02,15-09-2022
2348 W,14:12:18,15-09-2022
3112 W,14:12:37,15-09-2022
2169 W,14:12:49,15-09-2022
1948 W,14:13:02,15-09-2022
1850 W,14:13:20,15-09-2022
1872 W,14:13:39,15-09-2022
1769 W,14:13:49,15-09-2022
1745 W,14:14:04,15-09-2022
1513 W,14:14:17,15-09-2022
1426 W,14:14:39,15-09-2022
1276 W,14:14:48,15-09-2022
1379 W,14:15:04,15-09-2022
1144 W,14:15:19,15-09-2022
1272 W,14:15:35,15-09-2022
1938 W,14:15:51,15-09-2022
1625 W,14:16:03,15-09-2022
1661 W,14:16:19,15-09-2022
1854 W,14:16:34,15-09-2022
1838 W,14:16:50,15-09-2022
1642 W,14:17:03,15-09-2022
1727 W,14:17:18,15-09-2022
1811 W,14:17:37,15-09-2022
1690 W,14:17:50,15-09-2022
1406 W,14:18:02,15-09-2022
1184 W,14:18:18,15-09-2022
1098 W,14:18:36,15-09-2022
1034 W,14:18:49,15-09-2022
932 W,14:19:02,15-09-2022
980 W,14:19:20,15-09-2022
896 W,14:19:36,15-09-2022
763 W,14:19:52,15-09-2022
907 W,14:20:04,15-09-2022
894 W,14:20:17,15-09-2022
903 W,14:20:35,15-09-2022
827 W,14:20:48,15-09-2022
893 W,14:21:04,15-09-2022
800 W,14:21:19,15-09-2022
810 W,14:21:35,15-09-2022
871 W,14:21:54,15-09-2022
936 W,14:22:03,15-09-2022
964 W,14:22:19,15-09-2022
716 W,14:22:37,15-09-2022
704 W,14:22:50,15-09-2022
472 W,14:23:02,15-09-2022
371 W,14:23:21,15-09-2022
214 W,14:23:34,15-09-2022
205 W,14:23:46,15-09-2022
196 W,14:24:05,15-09-2022
234 W,14:24:33,15-09-2022
289 W,14:24:49,15-09-2022
418 W,14:25:01,15-09-2022
421 W,14:25:20,15-09-2022
472 W,14:25:33,15-09-2022
369 W,14:25:48,15-09-2022
295 W,14:26:04,15-09-2022
273 W,14:26:13,15-09-2022
248 W,14:26:16,15-09-2022
193 W,14:26:35,15-09-2022
212 W,14:26:48,15-09-2022
112 W,14:27:03,15-09-2022
168 W,14:27:19,15-09-2022
190 W,14:27:32,15-09-2022
201 W,14:27:50,15-09-2022
353 W,14:28:03,15-09-2022
420 W,14:28:19,15-09-2022
530 W,14:28:31,15-09-2022
647 W,14:28:50,15-09-2022
741 W,14:29:03,15-09-2022
690 W,14:29:18,15-09-2022
687 W,14:29:37,15-09-2022
683 W,14:29:50,15-09-2022
610 W,14:30:18,15-09-2022
631 W,14:30:40,15-09-2022
759 W,14:30:49,15-09-2022
935 W,14:31:02,15-09-2022
1453 W,14:31:20,15-09-2022
2791 W,14:31:33,15-09-2022
1205 W,14:31:52,15-09-2022
964 W,14:32:04,15-09-2022
918 W,14:32:17,15-09-2022
772 W,14:32:35,15-09-2022
701 W,14:32:48,15-09-2022
678 W,14:33:04,15-09-2022
720 W,14:33:19,15-09-2022
1399 W,14:33:38,15-09-2022
1444 W,14:33:51,15-09-2022
1226 W,14:34:03,15-09-2022
1223 W,14:34:19,15-09-2022
603 W,14:34:34,15-09-2022
611 W,14:34:47,15-09-2022
1025 W,14:35:06,15-09-2022
578 W,14:35:18,15-09-2022
483 W,14:35:34,15-09-2022
485 W,14:35:50,15-09-2022
666 W,14:36:05,15-09-2022
822 W,14:36:21,15-09-2022
861 W,14:36:33,15-09-2022
1022 W,14:36:46,15-09-2022
1196 W,14:37:05,15-09-2022
1900 W,14:37:17,15-09-2022
4534 W,14:37:39,15-09-2022
2530 W,14:37:51,15-09-2022
4210 W,14:38:01,15-09-2022
3865 W,14:38:20,15-09-2022
5523 W,14:38:42,15-09-2022
3356 W,14:38:51,15-09-2022
6202 W,14:39:03,15-09-2022
4738 W,14:39:16,15-09-2022
3372 W,14:39:35,15-09-2022
2083 W,14:39:47,15-09-2022
2310 W,14:40:03,15-09-2022
4818 W,14:40:18,15-09-2022
1984 W,14:40:37,15-09-2022
2209 W,14:40:50,15-09-2022
3832 W,14:41:02,15-09-2022
2995 W,14:41:18,15-09-2022
1590 W,14:41:34,15-09-2022
1628 W,14:41:46,15-09-2022
1546 W,14:42:05,15-09-2022
2927 W,14:42:21,15-09-2022
1981 W,14:42:33,15-09-2022
1564 W,14:42:49,15-09-2022
2033 W,14:43:01,15-09-2022
3072 W,14:43:20,15-09-2022
1842 W,14:43:32,15-09-2022
4225 W,14:43:51,15-09-2022
3688 W,14:44:04,15-09-2022
955 W,14:44:16,15-09-2022
587 W,14:44:35,15-09-2022
283 W,14:44:48,15-09-2022
188 W,14:45:03,15-09-2022
150 W,14:45:19,15-09-2022
138 W,14:45:31,15-09-2022
106 W,14:45:50,15-09-2022
100 W,14:46:03,15-09-2022
67 W,14:46:18,15-09-2022
53 W,14:46:34,15-09-2022
46 W,14:46:50,15-09-2022
54 W,14:47:02,15-09-2022
17 W,14:47:18,15-09-2022
0 W,14:47:40,15-09-2022
3 W,14:47:52,15-09-2022
1 W,14:48:02,15-09-2022
0 W,14:48:17,15-09-2022
9 W,14:48:49,15-09-2022
0 W,14:49:10,15-09-2022
10 W,14:49:20,15-09-2022
0 W,14:49:39,15-09-2022
6 W,14:50:04,15-09-2022
2 W,14:50:19,15-09-2022
0 W,14:51:03,15-09-2022
8 W,14:51:19,15-09-2022
0 W,14:51:34,15-09-2022
7 W,14:52:03,15-09-2022
5 W,14:52:18,15-09-2022
2 W,14:52:34,15-09-2022
0 W,14:52:53,15-09-2022
1 W,14:53:02,15-09-2022
0 W,14:53:18,15-09-2022
7 W,14:53:55,15-09-2022
2 W,14:54:05,15-09-2022
3 W,14:54:17,15-09-2022
0 W,14:54:33,15-09-2022
9 W,14:54:52,15-09-2022
15 W,14:55:01,15-09-2022
0 W,14:55:20,15-09-2022
19 W,14:55:32,15-09-2022
0 W,14:55:51,15-09-2022
16 W,14:56:04,15-09-2022
7 W,14:56:19,15-09-2022
1 W,14:56:35,15-09-2022
4 W,14:56:50,15-09-2022
8 W,14:57:03,15-09-2022
3 W,14:57:22,15-09-2022
12 W,14:57:34,15-09-2022
4 W,14:57:47,15-09-2022
3 W,14:58:06,15-09-2022
8 W,14:58:34,15-09-2022
0 W,14:58:46,15-09-2022
10 W,14:59:05,15-09-2022
5 W,14:59:18,15-09-2022
7 W,14:59:33,15-09-2022
9 W,14:59:49,15-09-2022
0 W,15:00:17,15-09-2022
7 W,15:00:36,15-09-2022
0 W,15:00:51,15-09-2022
8 W,15:01:01,15-09-2022
17 W,15:01:16,15-09-2022
1 W,15:01:35,15-09-2022
0 W,15:01:54,15-09-2022
8 W,15:02:16,15-09-2022
3 W,15:02:35,15-09-2022
5 W,15:02:53,15-09-2022
3 W,15:03:06,15-09-2022
2 W,15:03:18,15-09-2022
3 W,15:03:34,15-09-2022
9 W,15:04:02,15-09-2022
13 W,15:04:18,15-09-2022
14 W,15:04:34,15-09-2022
7 W,15:04:49,15-09-2022
0 W,15:05:02,15-09-2022
7 W,15:05:36,15-09-2022
15 W,15:05:45,15-09-2022
10 W,15:06:04,15-09-2022
12 W,15:06:20,15-09-2022
5 W,15:06:32,15-09-2022
7 W,15:06:48,15-09-2022
4 W,15:07:04,15-09-2022
0 W,15:07:16,15-09-2022
7 W,15:07:35,15-09-2022
0 W,15:07:54,15-09-2022
711 W,15:08:06,15-09-2022
843 W,15:08:19,15-09-2022
0 W,15:08:31,15-09-2022
163 W,15:08:53,15-09-2022
244 W,15:09:03,15-09-2022
381 W,15:09:21,15-09-2022
513 W,15:09:34,15-09-2022
576 W,15:09:46,15-09-2022
580 W,15:10:05,15-09-2022
578 W,15:10:18,15-09-2022
589 W,15:10:33,15-09-2022
601 W,15:10:46,15-09-2022
520 W,15:11:08,15-09-2022
410 W,15:11:17,15-09-2022
423 W,15:11:33,15-09-2022
480 W,15:11:49,15-09-2022
519 W,15:12:04,15-09-2022
593 W,15:12:17,15-09-2022
714 W,15:12:39,15-09-2022
782 W,15:12:48,15-09-2022
801 W,15:13:04,15-09-2022
757 W,15:13:32,15-09-2022
664 W,15:13:51,15-09-2022
610 W,15:14:03,15-09-2022
576 W,15:14:16,15-09-2022
458 W,15:14:37,15-09-2022
482 W,15:14:47,15-09-2022
516 W,15:15:02,15-09-2022
613 W,15:15:18,15-09-2022
626 W,15:15:34,15-09-2022
694 W,15:15:49,15-09-2022
722 W,15:16:02,15-09-2022
709 W,15:16:21,15-09-2022
722 W,15:16:33,15-09-2022
780 W,15:16:49,15-09-2022
838 W,15:17:05,15-09-2022
912 W,15:17:17,15-09-2022
1436 W,15:17:36,15-09-2022
1425 W,15:17:55,15-09-2022
1390 W,15:18:04,15-09-2022
1351 W,15:18:20,15-09-2022
1294 W,15:18:38,15-09-2022
1275 W,15:18:48,15-09-2022
1258 W,15:19:03,15-09-2022
1213 W,15:19:19,15-09-2022
1136 W,15:19:38,15-09-2022
1012 W,15:19:50,15-09-2022
867 W,15:20:03,15-09-2022
688 W,15:20:18,15-09-2022
673 W,15:20:50,15-09-2022
665 W,15:21:05,15-09-2022
607 W,15:21:18,15-09-2022
582 W,15:21:33,15-09-2022
581 W,15:21:52,15-09-2022
569 W,15:22:02,15-09-2022
534 W,15:22:20,15-09-2022
487 W,15:22:36,15-09-2022
408 W,15:22:49,15-09-2022
365 W,15:23:04,15-09-2022
326 W,15:23:17,15-09-2022
319 W,15:23:35,15-09-2022
317 W,15:23:48,15-09-2022
314 W,15:24:19,15-09-2022
343 W,15:24:35,15-09-2022
322 W,15:24:47,15-09-2022
332 W,15:25:03,15-09-2022
320 W,15:25:19,15-09-2022
302 W,15:25:31,15-09-2022
266 W,15:25:50,15-09-2022
230 W,15:26:02,15-09-2022
176 W,15:26:18,15-09-2022
140 W,15:26:34,15-09-2022
95 W,15:26:49,15-09-2022
34 W,15:27:02,15-09-2022
24 W,15:27:17,15-09-2022
5 W,15:27:33,15-09-2022
0 W,15:27:52,15-09-2022
20 W,15:37:18,15-09-2022
0 W,15:37:34,15-09-2022
4 W,15:37:46,15-09-2022
0 W,15:38:05,15-09-2022
15 W,15:40:47,15-09-2022
33 W,15:41:03,15-09-2022
0 W,15:41:19,15-09-2022
15 W,15:44:39,15-09-2022
0 W,15:44:51,15-09-2022
26 W,15:46:31,15-09-2022
0 W,15:46:50,15-09-2022
38 W,15:47:56,15-09-2022
100 W,15:48:05,15-09-2022
117 W,15:48:18,15-09-2022
162 W,15:48:33,15-09-2022
184 W,15:48:49,15-09-2022
246 W,15:49:02,15-09-2022
277 W,15:49:20,15-09-2022
313 W,15:49:33,15-09-2022
342 W,15:49:52,15-09-2022
348 W,15:50:04,15-09-2022
376 W,15:50:17,15-09-2022
392 W,15:50:51,15-09-2022
417 W,15:51:03,15-09-2022
459 W,15:51:19,15-09-2022
398 W,15:51:32,15-09-2022
460 W,15:51:50,15-09-2022
487 W,15:52:03,15-09-2022
511 W,15:52:22,15-09-2022
546 W,15:52:37,15-09-2022
541 W,15:52:47,15-09-2022
550 W,15:53:18,15-09-2022
526 W,15:53:37,15-09-2022
493 W,15:53:49,15-09-2022
456 W,15:54:02,15-09-2022
376 W,15:54:21,15-09-2022
346 W,15:54:33,15-09-2022
285 W,15:54:49,15-09-2022
215 W,15:55:01,15-09-2022
174 W,15:55:20,15-09-2022
120 W,15:55:36,15-09-2022
99 W,15:55:48,15-09-2022
55 W,15:56:04,15-09-2022
49 W,15:56:16,15-09-2022
22 W,15:56:35,15-09-2022
9 W,15:56:47,15-09-2022
8 W,15:57:03,15-09-2022
7 W,15:57:19,15-09-2022
5 W,15:57:38,15-09-2022
10 W,15:57:47,15-09-2022
74 W,15:58:06,15-09-2022
81 W,15:58:18,15-09-2022
114 W,15:58:34,15-09-2022
92 W,15:58:49,15-09-2022
48 W,15:59:02,15-09-2022
57 W,15:59:18,15-09-2022
14 W,15:59:33,15-09-2022
29 W,15:59:49,15-09-2022
51 W,16:00:01,15-09-2022
80 W,16:00:20,15-09-2022
106 W,16:00:33,15-09-2022
85 W,16:00:48,15-09-2022
113 W,16:01:01,15-09-2022
154 W,16:01:20,15-09-2022
156 W,16:01:38,15-09-2022
157 W,16:01:48,15-09-2022
130 W,16:02:03,15-09-2022
91 W,16:02:16,15-09-2022
79 W,16:02:38,15-09-2022
46 W,16:02:47,15-09-2022
16 W,16:03:03,15-09-2022
0 W,16:03:18,15-09-2022
2 W,16:07:04,15-09-2022
9 W,16:07:19,15-09-2022
0 W,16:07:32,15-09-2022
17 W,16:08:50,15-09-2022
29 W,16:09:02,15-09-2022
36 W,16:09:18,15-09-2022
86 W,16:09:34,15-09-2022
104 W,16:09:49,15-09-2022
125 W,16:10:02,15-09-2022
167 W,16:10:21,15-09-2022
158 W,16:10:33,15-09-2022
190 W,16:10:49,15-09-2022
159 W,16:11:04,15-09-2022
179 W,16:11:17,15-09-2022
182 W,16:11:32,15-09-2022
180 W,16:11:48,15-09-2022
188 W,16:12:04,15-09-2022
156 W,16:12:16,15-09-2022
178 W,16:12:35,15-09-2022
173 W,16:12:48,15-09-2022
166 W,16:13:03,15-09-2022
291 W,16:13:19,15-09-2022
289 W,16:13:41,15-09-2022
278 W,16:13:50,15-09-2022
288 W,16:14:03,15-09-2022
282 W,16:14:18,15-09-2022
286 W,16:14:34,15-09-2022
269 W,16:14:46,15-09-2022
277 W,16:15:05,15-09-2022
278 W,16:15:18,15-09-2022
282 W,16:15:36,15-09-2022
280 W,16:15:55,15-09-2022
267 W,16:16:05,15-09-2022
273 W,16:16:17,15-09-2022
283 W,16:16:36,15-09-2022
287 W,16:16:48,15-09-2022
319 W,16:17:01,15-09-2022
307 W,16:17:20,15-09-2022
329 W,16:17:38,15-09-2022
189 W,16:17:48,15-09-2022
209 W,16:18:03,15-09-2022
214 W,16:18:19,15-09-2022
229 W,16:18:38,15-09-2022
267 W,16:18:53,15-09-2022
259 W,16:19:03,15-09-2022
279 W,16:19:18,15-09-2022
289 W,16:19:34,15-09-2022
287 W,16:19:50,15-09-2022
316 W,16:20:02,15-09-2022
355 W,16:20:18,15-09-2022
298 W,16:20:49,15-09-2022
363 W,16:21:05,15-09-2022
384 W,16:21:17,15-09-2022
426 W,16:21:36,15-09-2022
455 W,16:21:48,15-09-2022
506 W,16:22:01,15-09-2022
526 W,16:22:20,15-09-2022
560 W,16:22:32,15-09-2022
610 W,16:22:48,15-09-2022
618 W,16:23:03,15-09-2022
688 W,16:23:19,15-09-2022
713 W,16:23:32,15-09-2022
774 W,16:23:50,15-09-2022
821 W,16:24:03,15-09-2022
874 W,16:24:18,15-09-2022
908 W,16:24:34,15-09-2022
962 W,16:24:47,15-09-2022
995 W,16:25:05,15-09-2022
1049 W,16:25:18,15-09-2022
1053 W,16:25:33,15-09-2022
1059 W,16:25:46,15-09-2022
1115 W,16:26:14,15-09-2022
1096 W,16:26:17,15-09-2022
1083 W,16:26:48,15-09-2022
1057 W,16:27:04,15-09-2022
1053 W,16:27:20,15-09-2022
1048 W,16:27:39,15-09-2022
693 W,16:27:51,15-09-2022
985 W,16:28:04,15-09-2022
990 W,16:28:19,15-09-2022
966 W,16:28:32,15-09-2022
965 W,16:28:50,15-09-2022
947 W,16:29:03,15-09-2022
951 W,16:29:19,15-09-2022
885 W,16:29:40,15-09-2022
895 W,16:29:53,15-09-2022
850 W,16:30:02,15-09-2022
806 W,16:30:18,15-09-2022
755 W,16:30:34,15-09-2022
716 W,16:30:46,15-09-2022
711 W,16:31:05,15-09-2022
666 W,16:31:17,15-09-2022
638 W,16:31:33,15-09-2022
591 W,16:31:49,15-09-2022
550 W,16:32:04,15-09-2022
545 W,16:32:17,15-09-2022
511 W,16:32:39,15-09-2022
539 W,16:32:48,15-09-2022
559 W,16:33:01,15-09-2022
553 W,16:33:19,15-09-2022
605 W,16:33:32,15-09-2022
610 W,16:33:54,15-09-2022
661 W,16:34:03,15-09-2022
680 W,16:34:19,15-09-2022
718 W,16:34:31,15-09-2022
714 W,16:34:53,15-09-2022
711 W,16:35:02,15-09-2022
689 W,16:35:18,15-09-2022
685 W,16:35:34,15-09-2022
686 W,16:35:49,15-09-2022
696 W,16:36:05,15-09-2022
689 W,16:36:21,15-09-2022
717 W,16:36:33,15-09-2022
715 W,16:36:46,15-09-2022
717 W,16:37:04,15-09-2022
714 W,16:37:36,15-09-2022
700 W,16:37:48,15-09-2022
633 W,16:38:04,15-09-2022
625 W,16:38:19,15-09-2022
608 W,16:38:38,15-09-2022
601 W,16:38:51,15-09-2022
599 W,16:39:03,15-09-2022
627 W,16:39:19,15-09-2022
681 W,16:39:34,15-09-2022
753 W,16:39:47,15-09-2022
795 W,16:40:06,15-09-2022
845 W,16:40:18,15-09-2022
883 W,16:40:34,15-09-2022
963 W,16:40:46,15-09-2022
1028 W,16:41:05,15-09-2022
1054 W,16:41:21,15-09-2022
1062 W,16:41:33,15-09-2022
1074 W,16:41:46,15-09-2022
1039 W,16:42:04,15-09-2022
968 W,16:42:17,15-09-2022
857 W,16:42:33,15-09-2022
775 W,16:42:48,15-09-2022
673 W,16:43:04,15-09-2022
593 W,16:43:16,15-09-2022
524 W,16:43:35,15-09-2022
481 W,16:44:06,15-09-2022
492 W,16:44:19,15-09-2022
470 W,16:44:31,15-09-2022
416 W,16:44:50,15-09-2022
439 W,16:45:03,15-09-2022
493 W,16:45:18,15-09-2022
556 W,16:45:34,15-09-2022
638 W,16:45:46,15-09-2022
729 W,16:46:05,15-09-2022
833 W,16:46:18,15-09-2022
934 W,16:46:33,15-09-2022
1027 W,16:46:49,15-09-2022
1137 W,16:47:01,15-09-2022
1249 W,16:47:20,15-09-2022
1403 W,16:47:39,15-09-2022
1599 W,16:47:51,15-09-2022
2365 W,16:48:04,15-09-2022
2236 W,16:48:20,15-09-2022
2215 W,16:48:32,15-09-2022
2069 W,16:48:48,15-09-2022
2394 W,16:49:03,15-09-2022
4574 W,16:49:16,15-09-2022
5830 W,16:49:35,15-09-2022
5609 W,16:49:47,15-09-2022
4927 W,16:50:03,15-09-2022
4095 W,16:50:18,15-09-2022
3683 W,16:50:50,15-09-2022
2416 W,16:51:05,15-09-2022
3374 W,16:51:21,15-09-2022
3465 W,16:51:33,15-09-2022
5751 W,16:51:46,15-09-2022
3470 W,16:52:08,15-09-2022
3348 W,16:52:17,15-09-2022
3640 W,16:52:39,15-09-2022
3276 W,16:52:49,15-09-2022
3309 W,16:53:01,15-09-2022
1628 W,16:53:20,15-09-2022
1520 W,16:53:39,15-09-2022
2134 W,16:53:51,15-09-2022
2354 W,16:54:04,15-09-2022
1808 W,16:54:16,15-09-2022
1453 W,16:54:35,15-09-2022
1312 W,16:54:47,15-09-2022
1227 W,16:55:03,15-09-2022
1186 W,16:55:19,15-09-2022
1119 W,16:55:41,15-09-2022
1098 W,16:55:50,15-09-2022
1146 W,16:56:06,15-09-2022
1211 W,16:56:18,15-09-2022
1272 W,16:56:34,15-09-2022
1473 W,16:56:49,15-09-2022
1317 W,16:57:02,15-09-2022
1238 W,16:57:17,15-09-2022
1001 W,16:57:33,15-09-2022
864 W,16:57:49,15-09-2022
752 W,16:58:01,15-09-2022
703 W,16:58:20,15-09-2022
619 W,16:58:33,15-09-2022
518 W,16:58:48,15-09-2022
471 W,16:59:04,15-09-2022
404 W,16:59:19,15-09-2022
391 W,16:59:38,15-09-2022
372 W,16:59:48,15-09-2022
377 W,17:00:03,15-09-2022
354 W,17:00:19,15-09-2022
287 W,17:00:47,15-09-2022
307 W,17:01:03,15-09-2022
318 W,17:01:18,15-09-2022
308 W,17:01:34,15-09-2022
293 W,17:01:46,15-09-2022
266 W,17:02:05,15-09-2022
290 W,17:02:18,15-09-2022
225 W,17:02:33,15-09-2022
205 W,17:02:49,15-09-2022
177 W,17:03:04,15-09-2022
156 W,17:03:17,15-09-2022
112 W,17:03:36,15-09-2022
67 W,17:03:48,15-09-2022
83 W,17:04:01,15-09-2022
79 W,17:04:19,15-09-2022
50 W,17:04:32,15-09-2022
45 W,17:04:48,15-09-2022
35 W,17:05:03,15-09-2022
70 W,17:05:19,15-09-2022
41 W,17:05:31,15-09-2022
46 W,17:05:50,15-09-2022
82 W,17:06:03,15-09-2022
80 W,17:06:18,15-09-2022
81 W,17:06:34,15-09-2022
92 W,17:06:46,15-09-2022
82 W,17:07:05,15-09-2022
18 W,17:07:18,15-09-2022
0 W,17:07:40,15-09-2022
21 W,17:07:52,15-09-2022
0 W,17:08:01,15-09-2022
5 W,17:11:34,15-09-2022
0 W,17:11:50,15-09-2022
15 W,17:13:02,15-09-2022
10 W,17:13:20,15-09-2022
0 W,17:13:33,15-09-2022
2 W,17:14:04,15-09-2022
0 W,17:14:17,15-09-2022
36 W,17:14:32,15-09-2022
0 W,17:14:51,15-09-2022
10 W,17:15:04,15-09-2022
12 W,17:15:19,15-09-2022
5 W,17:15:38,15-09-2022
0 W,17:15:51,15-09-2022
16 W,17:16:47,15-09-2022
9 W,17:17:02,15-09-2022
22 W,17:17:18,15-09-2022
20 W,17:17:37,15-09-2022
14 W,17:17:46,15-09-2022
0 W,17:18:05,15-09-2022
3 W,17:19:01,15-09-2022
29 W,17:19:20,15-09-2022
26 W,17:19:32,15-09-2022
5 W,17:19:48,15-09-2022
0 W,17:20:04,15-09-2022
10 W,17:24:33,15-09-2022
0 W,17:24:48,15-09-2022
3 W,17:25:04,15-09-2022
2 W,17:25:20,15-09-2022
0 W,17:25:32,15-09-2022
2 W,17:26:22,15-09-2022
0 W,17:26:35,15-09-2022
7 W,17:27:34,15-09-2022
0 W,17:27:47,15-09-2022
7 W,17:28:33,15-09-2022
6 W,17:28:49,15-09-2022
0 W,17:29:02,15-09-2022
3 W,17:30:48,15-09-2022
0 W,17:31:04,15-09-2022
1 W,17:31:38,15-09-2022
0 W,17:31:47,15-09-2022
8 W,17:33:46,15-09-2022
0 W,17:34:05,15-09-2022
8 W,17:37:31,15-09-2022
2 W,17:37:50,15-09-2022
0 W,17:38:03,15-09-2022
4 W,17:38:50,15-09-2022
0 W,17:39:05,15-09-2022
14 W,17:39:18,15-09-2022
0 W,17:39:37,15-09-2022
60 W,17:40:05,15-09-2022
13 W,17:40:17,15-09-2022
3 W,17:40:48,15-09-2022
0 W,17:41:01,15-09-2022
9 W,17:42:04,15-09-2022
0 W,17:42:16,15-09-2022
14 W,17:42:35,15-09-2022
0 W,17:43:57,15-09-2022
9 W,17:49:48,15-09-2022
0 W,17:50:01,15-09-2022
1 W,17:52:09,15-09-2022
18 W,17:52:18,15-09-2022
19 W,17:52:31,15-09-2022
0 W,17:52:50,15-09-2022
25 W,17:53:49,15-09-2022
51 W,17:54:20,15-09-2022
67 W,17:54:36,15-09-2022
57 W,17:54:48,15-09-2022
61 W,17:55:04,15-09-2022
67 W,17:55:17,15-09-2022
71 W,17:55:35,15-09-2022
98 W,17:55:48,15-09-2022
64 W,17:56:04,15-09-2022
68 W,17:56:19,15-09-2022
78 W,17:56:35,15-09-2022
74 W,17:56:47,15-09-2022
60 W,17:57:03,15-09-2022
36 W,17:57:18,15-09-2022
32 W,17:57:40,15-09-2022
20 W,17:57:50,15-09-2022
0 W,17:58:02,15-09-2022
6 W,18:00:36,15-09-2022
0 W,18:00:48,15-09-2022
9 W,18:02:41,15-09-2022
