Wert,Zeit,Datum
2582.3959999999997 W,11:32:04,16-09-2022
2557.3648 W,11:32:20,16-09-2022
2510.0209999999997 W,11:32:35,16-09-2022
2306.5084000000006 W,11:32:51,16-09-2022
2190.9728 W,11:33:04,16-09-2022
1999.2325999999998 W,11:33:19,16-09-2022
1856.5936000000002 W,11:33:32,16-09-2022
1730.55415 W,11:33:51,16-09-2022
556 W,11:34:04,16-09-2022
1549.1439999999998 W,11:34:19,16-09-2022
1543.8857999999996 W,11:34:35,16-09-2022
1612.179 W,11:34:47,16-09-2022
1709.9365999999998 W,11:35:06,16-09-2022
1708.7738 W,11:35:19,16-09-2022
1747.0203000000001 W,11:35:34,16-09-2022
1804.29845 W,11:35:50,16-09-2022
1817.7444500000004 W,11:36:06,16-09-2022
1808.6039000000003 W,11:36:18,16-09-2022
1793.3250775000006 W,11:36:34,16-09-2022
1817.3793550000003 W,11:36:49,16-09-2022
643 W,11:37:05,16-09-2022
1881.2705000000003 W,11:37:21,16-09-2022
1870.4222500000003 W,11:37:36,16-09-2022
1844.8680000000002 W,11:37:49,16-09-2022
1807.4500000000005 W,11:38:05,16-09-2022
1809.86025 W,11:38:20,16-09-2022
1819.6087500000003 W,11:38:33,16-09-2022
1855.9071999999999 W,11:38:52,16-09-2022
1873.244 W,11:39:04,16-09-2022
1895.2351999999998 W,11:39:20,16-09-2022
1933.0496000000003 W,11:39:35,16-09-2022
1980.1880000000003 W,11:39:48,16-09-2022
1983.2161666666668 W,11:40:07,16-09-2022
2020.4522499999998 W,11:40:19,16-09-2022
2043.9097000000002 W,11:40:41,16-09-2022
2096.1131000000005 W,11:40:50,16-09-2022
2178.5875500000006 W,11:41:03,16-09-2022
2219.9046000000008 W,11:41:22,16-09-2022
2294.60595 W,11:41:34,16-09-2022
1930.6015575 W,11:41:50,16-09-2022
2352.3199999999997 W,11:42:02,16-09-2022
2362.1250000000005 W,11:42:18,16-09-2022
2366.8954999999996 W,11:42:34,16-09-2022
2336.60225 W,11:42:53,16-09-2022
2277.2329285714286 W,11:43:08,16-09-2022
2216.9137 W,11:43:21,16-09-2022
2149.0292 W,11:43:33,16-09-2022
2153.9421999999995 W,11:43:52,16-09-2022
2087.00035 W,11:44:04,16-09-2022
2003.7805999999996 W,11:44:20,16-09-2022
1864.8218499999998 W,11:44:36,16-09-2022
1756.56015 W,11:44:51,16-09-2022
1604.8846999999996 W,11:45:04,16-09-2022
1560.29155 W,11:45:20,16-09-2022
1462.6560999999997 W,11:45:32,16-09-2022
1368.0868499999997 W,11:45:51,16-09-2022
1206.6 W,11:46:03,16-09-2022
1117.9791666666665 W,11:46:19,16-09-2022
993.2550000000001 W,11:46:35,16-09-2022
921.9804175 W,11:46:50,16-09-2022
818.45595 W,11:47:06,16-09-2022
726.6693 W,11:47:18,16-09-2022
615.1662 W,11:47:34,16-09-2022
508.9898 W,11:47:50,16-09-2022
420 W,11:48:05,16-09-2022
351.82025 W,11:48:21,16-09-2022
312.51735 W,11:48:34,16-09-2022
300.89885000000004 W,11:48:49,16-09-2022
254.92399999999998 W,11:49:05,16-09-2022
266.71542857142856 W,11:49:17,16-09-2022
243.39600000000004 W,11:49:36,16-09-2022
238.8144000000001 W,11:49:49,16-09-2022
245.34000000000003 W,11:50:07,16-09-2022
271.1672000000001 W,11:50:20,16-09-2022
335.4048 W,11:50:51,16-09-2022
381.2552 W,11:51:04,16-09-2022
415 W,11:51:19,16-09-2022
474.98900000000003 W,11:51:35,16-09-2022
487.0887 W,11:51:51,16-09-2022
526.3502 W,11:52:03,16-09-2022
581.01875 W,11:52:19,16-09-2022
637.0115499999999 W,11:52:35,16-09-2022
672.6080999999999 W,11:52:50,16-09-2022
712.6924999999999 W,11:53:03,16-09-2022
756.3075 W,11:53:21,16-09-2022
786.0108400000001 W,11:53:34,16-09-2022
799.3790625000001 W,11:53:50,16-09-2022
862.89275 W,11:54:02,16-09-2022
911.5496499999999 W,11:54:21,16-09-2022
928.855 W,11:54:33,16-09-2022
989.705 W,11:54:52,16-09-2022
1017.5399999999998 W,11:55:05,16-09-2022
1028.8449999999998 W,11:55:17,16-09-2022
1087.51345 W,11:55:37,16-09-2022
1102.5819499999998 W,11:55:49,16-09-2022
1125.6978 W,11:56:05,16-09-2022
1122.463 W,11:56:17,16-09-2022
1166.8667500000001 W,11:56:36,16-09-2022
1167.472875 W,11:56:48,16-09-2022
1234.2003 W,11:57:07,16-09-2022
1264.4463999999998 W,11:57:20,16-09-2022
1292.2838950000005 W,11:57:32,16-09-2022
1318.90245 W,11:57:51,16-09-2022
1368.1093 W,11:58:04,16-09-2022
1436.3978499999998 W,11:58:19,16-09-2022
1437.175455 W,11:58:35,16-09-2022
1477.2508000000003 W,11:58:51,16-09-2022
1497.9484000000004 W,11:59:06,16-09-2022
1551.3120000000001 W,11:59:19,16-09-2022
615 W,11:59:34,16-09-2022
1621 W,11:59:50,16-09-2022
1596.3508000000002 W,12:00:06,16-09-2022
1619.9702700000003 W,12:00:21,16-09-2022
1599.76325 W,12:00:34,16-09-2022
1651.7585000000001 W,12:00:49,16-09-2022
1657.6987675000003 W,12:01:05,16-09-2022
1640.7484 W,12:01:18,16-09-2022
1683.0217999999993 W,12:01:36,16-09-2022
1685.7492 W,12:01:49,16-09-2022
1708.0779999999997 W,12:02:08,16-09-2022
1680.415 W,12:02:20,16-09-2022
1742.49545 W,12:02:33,16-09-2022
1617.4236999999998 W,12:02:52,16-09-2022
1705.0656000000001 W,12:03:04,16-09-2022
1753.4871400000002 W,12:03:20,16-09-2022
1784.6092000000003 W,12:03:35,16-09-2022
1737.3904000000002 W,12:03:48,16-09-2022
1691.2348000000004 W,12:04:07,16-09-2022
1757.9830000000004 W,12:04:19,16-09-2022
1804.61592 W,12:04:38,16-09-2022
1827.5890000000002 W,12:04:51,16-09-2022
1881.1692500000006 W,12:05:03,16-09-2022
1901.4147000000005 W,12:05:19,16-09-2022
1949.3370000000002 W,12:05:34,16-09-2022
1997.375 W,12:05:53,16-09-2022
2041.5794999999998 W,12:06:06,16-09-2022
2097.3154999999997 W,12:06:21,16-09-2022
2149.3177499999993 W,12:06:34,16-09-2022
2247.6176 W,12:06:49,16-09-2022
2513.71796 W,12:07:05,16-09-2022
3679.4359999999997 W,12:07:18,16-09-2022
4673.57646875 W,12:07:36,16-09-2022
5284.413750000001 W,12:07:49,16-09-2022
5529.0117675 W,12:08:04,16-09-2022
5003.1038 W,12:08:20,16-09-2022
2818.3407500000003 W,12:08:33,16-09-2022
2628.24775 W,12:08:51,16-09-2022
2602.48336 W,12:09:04,16-09-2022
2616.8535999999995 W,12:09:20,16-09-2022
2736.724199999999 W,12:09:35,16-09-2022
3084.6884 W,12:09:51,16-09-2022
2953.9900000000007 W,12:10:04,16-09-2022
2869.7519375 W,12:10:19,16-09-2022
3032.5533000000005 W,12:10:35,16-09-2022
3171.263252500001 W,12:10:50,16-09-2022
3685.0148100000006 W,12:11:03,16-09-2022
2815.209025 W,12:11:22,16-09-2022
2757.5131500000007 W,12:11:34,16-09-2022
2812.0279500000006 W,12:11:50,16-09-2022
2797.080250000001 W,12:12:06,16-09-2022
2831.6484250000003 W,12:12:18,16-09-2022
2874.892 W,12:12:37,16-09-2022
2564.549 W,12:12:49,16-09-2022
2523.1800000000003 W,12:13:08,16-09-2022
2481.0696000000007 W,12:13:21,16-09-2022
2401.048385000001 W,12:13:33,16-09-2022
2326.0095125 W,12:13:52,16-09-2022
2308.2880000000005 W,12:14:04,16-09-2022
2282.398 W,12:14:20,16-09-2022
2207.1000000000004 W,12:14:36,16-09-2022
2161.6000000000004 W,12:14:48,16-09-2022
2126.336 W,12:15:04,16-09-2022
2091.476 W,12:15:20,16-09-2022
2074.9660000000003 W,12:15:32,16-09-2022
2041.73 W,12:15:51,16-09-2022
2032.9300000000003 W,12:16:03,16-09-2022
2035.816 W,12:16:22,16-09-2022
2035.6279999999997 W,12:16:35,16-09-2022
2102.2877499999995 W,12:16:47,16-09-2022
2179.9375499999996 W,12:17:06,16-09-2022
2232.3693999999996 W,12:17:19,16-09-2022
2325.8334999999997 W,12:17:37,16-09-2022
2431.1469 W,12:17:50,16-09-2022
2565.5216500000006 W,12:18:02,16-09-2022
2670.0453000000007 W,12:18:21,16-09-2022
2773.74 W,12:18:34,16-09-2022
2925.9120000000003 W,12:18:49,16-09-2022
3030.966012500001 W,12:19:05,16-09-2022
2981.5537499999996 W,12:19:21,16-09-2022
3110.1450000000004 W,12:19:36,16-09-2022
4732.085000000001 W,12:19:49,16-09-2022
3165.1974999999998 W,12:20:04,16-09-2022
3094.3543999999993 W,12:20:20,16-09-2022
3031.204099999999 W,12:20:51,16-09-2022
3135.278299999999 W,12:21:04,16-09-2022
1164 W,12:21:23,16-09-2022
3078.1654550000003 W,12:21:35,16-09-2022
3593.4473000000007 W,12:21:48,16-09-2022
3305.5467500000004 W,12:22:06,16-09-2022
2837.0452999999993 W,12:22:19,16-09-2022
2613.6002 W,12:22:38,16-09-2022
2536.0359 W,12:22:50,16-09-2022
2477.7466 W,12:23:03,16-09-2022
2952.593 W,12:23:21,16-09-2022
3202.2776000000003 W,12:23:34,16-09-2022
3610.08 W,12:23:50,16-09-2022
2986.3710499999997 W,12:24:02,16-09-2022
782 W,12:24:21,16-09-2022
2055.9669999999996 W,12:24:33,16-09-2022
1960.1377999999995 W,12:24:52,16-09-2022
1699.025 W,12:25:05,16-09-2022
1642.5625 W,12:25:17,16-09-2022
1530.36875 W,12:25:36,16-09-2022
1471.3214000000003 W,12:25:49,16-09-2022
1409.8140000000003 W,12:26:04,16-09-2022
1376.7344000000003 W,12:26:20,16-09-2022
1357.9960000000003 W,12:26:32,16-09-2022
1328.4078000000002 W,12:26:51,16-09-2022
1281.0118000000002 W,12:27:04,16-09-2022
439 W,12:27:19,16-09-2022
1283.6178000000004 W,12:27:32,16-09-2022
1243.915 W,12:27:51,16-09-2022
1194.6896000000002 W,12:28:03,16-09-2022
1170.7494000000004 W,12:28:19,16-09-2022
1207.2848000000004 W,12:28:38,16-09-2022
1202.8704 W,12:28:50,16-09-2022
1203.4732000000001 W,12:29:03,16-09-2022
1214.5356000000002 W,12:29:21,16-09-2022
1199.766 W,12:29:34,16-09-2022
1203.7240000000002 W,12:29:53,16-09-2022
1188.4857800000004 W,12:30:05,16-09-2022
1168.787715 W,12:30:18,16-09-2022
1135.1924 W,12:30:36,16-09-2022
1127.2656000000002 W,12:30:49,16-09-2022
1089.3954000000003 W,12:31:05,16-09-2022
1049.9434 W,12:31:20,16-09-2022
1033.0032000000006 W,12:31:36,16-09-2022
1032.8917999999999 W,12:31:48,16-09-2022
1041.2680000000003 W,12:32:04,16-09-2022
1035.7691800000002 W,12:32:20,16-09-2022
1040.33 W,12:32:32,16-09-2022
1046.94875 W,12:32:51,16-09-2022
1058.975 W,12:33:03,16-09-2022
950.9098799999997 W,12:33:22,16-09-2022
1062.7887499999997 W,12:33:35,16-09-2022
1058.7287500000002 W,12:33:47,16-09-2022
1089.8062499999999 W,12:34:06,16-09-2022
1069.4612500000003 W,12:34:19,16-09-2022
1057.5425 W,12:34:37,16-09-2022
1049.7062500000002 W,12:34:50,16-09-2022
1068.9500000000003 W,12:35:02,16-09-2022
1108.9050000000002 W,12:35:21,16-09-2022
1121.3125 W,12:35:34,16-09-2022
1112.7375 W,12:35:52,16-09-2022
1143.1412500000001 W,12:36:05,16-09-2022
1164.9416 W,12:36:21,16-09-2022
1147.1346999999996 W,12:36:33,16-09-2022
1161.4775 W,12:36:49,16-09-2022
1165.6877 W,12:37:04,16-09-2022
403 W,12:37:20,16-09-2022
1153.278 W,12:37:36,16-09-2022
1119.7909999999997 W,12:37:48,16-09-2022
1121.9953999999998 W,12:38:04,16-09-2022
1179.9636 W,12:38:20,16-09-2022
1210.7212999999997 W,12:38:35,16-09-2022
1247.3739249999994 W,12:38:51,16-09-2022
1288.88665 W,12:39:03,16-09-2022
1333.0331499999998 W,12:39:19,16-09-2022
1352.93815 W,12:39:35,16-09-2022
1367.9666499999998 W,12:39:51,16-09-2022
1436.1225 W,12:40:03,16-09-2022
1459.6656325000001 W,12:40:19,16-09-2022
1530.1352000000004 W,12:40:34,16-09-2022
1547.3304000000003 W,12:40:50,16-09-2022
1626.7624 W,12:41:06,16-09-2022
1751.2737000000004 W,12:41:18,16-09-2022
1935.4135000000006 W,12:41:37,16-09-2022
2042.6325 W,12:41:49,16-09-2022
2082.555 W,12:42:02,16-09-2022
2056.758 W,12:42:21,16-09-2022
1950.268 W,12:42:33,16-09-2022
1929.0119999999997 W,12:42:49,16-09-2022
1896.1924999999999 W,12:43:05,16-09-2022
1941.43 W,12:43:20,16-09-2022
1990.1654999999994 W,12:43:33,16-09-2022
1897.1804999999997 W,12:43:51,16-09-2022
1923.9290000000003 W,12:44:04,16-09-2022
1943.0544999999997 W,12:44:20,16-09-2022
1969.7372499999997 W,12:44:35,16-09-2022
1976.4290499999997 W,12:44:51,16-09-2022
1945.2171000000003 W,12:45:03,16-09-2022
1961.6076499999992 W,12:45:19,16-09-2022
1984.6969999999994 W,12:45:35,16-09-2022
2020.2504499999995 W,12:45:50,16-09-2022
2114.7968 W,12:46:03,16-09-2022
2244.5836 W,12:46:19,16-09-2022
2352.3659324999994 W,12:46:34,16-09-2022
2576.5732500000004 W,12:46:50,16-09-2022
3049.72701 W,12:47:06,16-09-2022
3298.8670000000006 W,12:47:18,16-09-2022
3778.5307500000004 W,12:47:37,16-09-2022
3850.7472 W,12:47:49,16-09-2022
3834.8827999999994 W,12:48:05,16-09-2022
3697.9575999999993 W,12:48:21,16-09-2022
3435.8727999999996 W,12:48:33,16-09-2022
3244.4919999999997 W,12:48:52,16-09-2022
3214.7648500000005 W,12:49:04,16-09-2022
3253.77035 W,12:49:20,16-09-2022
3297.9681499999997 W,12:49:36,16-09-2022
3429.5084499999994 W,12:49:51,16-09-2022
4538.35275 W,12:50:04,16-09-2022
3502.6994375000004 W,12:50:20,16-09-2022
3688.1360999999997 W,12:50:51,16-09-2022
3064.1306999999997 W,12:51:07,16-09-2022
3021.5994000000005 W,12:51:19,16-09-2022
3064.2466000000004 W,12:51:38,16-09-2022
3086.482475 W,12:51:50,16-09-2022
3247.814500000001 W,12:52:03,16-09-2022
3144.4277000000006 W,12:52:22,16-09-2022
3208.0993000000003 W,12:52:34,16-09-2022
3271.3164875000007 W,12:52:50,16-09-2022
3262.32 W,12:53:05,16-09-2022
1180 W,12:53:18,16-09-2022
3320.38 W,12:53:37,16-09-2022
3489.087 W,12:53:49,16-09-2022
3410.0110399999994 W,12:54:05,16-09-2022
3425.6803 W,12:54:21,16-09-2022
3281.996349999999 W,12:54:33,16-09-2022
3335.345049999999 W,12:54:52,16-09-2022
3942.8372 W,12:55:04,16-09-2022
4099.3142499999985 W,12:55:20,16-09-2022
5359.3726 W,12:55:36,16-09-2022
4909.1216 W,12:55:48,16-09-2022
3926.8140000000003 W,12:56:04,16-09-2022
3650.2080000000005 W,12:56:19,16-09-2022
4807.5498 W,12:56:35,16-09-2022
7197.05515 W,12:56:51,16-09-2022
6579.62325 W,12:57:03,16-09-2022
6648.273350000001 W,12:57:19,16-09-2022
6478.999400000001 W,12:57:35,16-09-2022
6243.7140625 W,12:57:50,16-09-2022
6186.85862 W,12:58:06,16-09-2022
6193.952 W,12:58:18,16-09-2022
6230.3104 W,12:58:34,16-09-2022
6264.464000000001 W,12:58:50,16-09-2022
5511.899200000001 W,12:59:05,16-09-2022
6376.49 W,12:59:18,16-09-2022
4998.375555555555 W,12:59:37,16-09-2022
3027.6421950000004 W,12:59:49,16-09-2022
6634 W,13:00:05,16-09-2022
6012 W,13:00:21,16-09-2022
4573.943000000001 W,13:00:36,16-09-2022
5018.405 W,13:00:49,16-09-2022
4485.018099999999 W,13:01:04,16-09-2022
6310.9144 W,13:01:20,16-09-2022
6290.469349999999 W,13:01:32,16-09-2022
6173.1501 W,13:01:51,16-09-2022
6120.3243 W,13:02:04,16-09-2022
6142.5117 W,13:02:23,16-09-2022
6104.9055 W,13:02:35,16-09-2022
5488.677000000001 W,13:02:48,16-09-2022
5533.7253 W,13:03:06,16-09-2022
5998.357980000001 W,13:03:19,16-09-2022
5921.2536 W,13:03:35,16-09-2022
5881.31 W,13:03:50,16-09-2022
5885.9346000000005 W,13:04:03,16-09-2022
5648.8456049999995 W,13:04:21,16-09-2022
5954.0914 W,13:04:34,16-09-2022
6124.2423 W,13:04:53,16-09-2022
6158.14265 W,13:05:05,16-09-2022
6332.3480500000005 W,13:05:18,16-09-2022
4475.32455 W,13:05:37,16-09-2022
2435.001 W,13:05:49,16-09-2022
4723.495989619378 W,13:06:05,16-09-2022
2141.4482000000007 W,13:06:20,16-09-2022
3237.2646000000004 W,13:06:36,16-09-2022
6403.6878375 W,13:06:52,16-09-2022
6379.7523 W,13:07:04,16-09-2022
6574.493799999999 W,13:07:23,16-09-2022
6688.1919 W,13:07:36,16-09-2022
6958.44625 W,13:07:48,16-09-2022
6911.578687499999 W,13:08:04,16-09-2022
6383.817999999999 W,13:08:19,16-09-2022
4145.531199999999 W,13:08:38,16-09-2022
2821.5689999999995 W,13:08:51,16-09-2022
4322.777199999999 W,13:09:03,16-09-2022
2635.0431 W,13:09:19,16-09-2022
2362.124862499999 W,13:09:34,16-09-2022
2427.4115999999995 W,13:09:50,16-09-2022
2704.06225 W,13:10:06,16-09-2022
2832.10905 W,13:10:18,16-09-2022
3043.2148500000003 W,13:10:34,16-09-2022
7402.7915 W,13:10:50,16-09-2022
7079.1724 W,13:11:05,16-09-2022
7405.4856 W,13:11:21,16-09-2022
5155.758 W,13:11:33,16-09-2022
5563.6034375 W,13:11:49,16-09-2022
7271.93325 W,13:12:05,16-09-2022
7053.38625 W,13:12:20,16-09-2022
3813.4353725 W,13:12:36,16-09-2022
5272.5634 W,13:12:49,16-09-2022
7383.4964 W,13:13:04,16-09-2022
4594.003 W,13:13:20,16-09-2022
2937.7218 W,13:13:32,16-09-2022
2550.411 W,13:13:51,16-09-2022
2148.8320000000003 W,13:14:04,16-09-2022
2020.6424999999997 W,13:14:19,16-09-2022
1971.4775 W,13:14:35,16-09-2022
1967.9925 W,13:14:51,16-09-2022
2131.7821999999996 W,13:15:03,16-09-2022
2271.2781999999997 W,13:15:22,16-09-2022
2480.2883500000003 W,13:15:34,16-09-2022
2634.4742000000006 W,13:15:50,16-09-2022
2741.2661999999996 W,13:16:06,16-09-2022
3105.818650000001 W,13:16:21,16-09-2022
4433.2377 W,13:16:34,16-09-2022
4558.115600000001 W,13:16:50,16-09-2022
3821.674000000001 W,13:17:05,16-09-2022
3556.7102 W,13:17:21,16-09-2022
5309.508000000001 W,13:17:33,16-09-2022
3625.0599999999995 W,13:17:49,16-09-2022
3290.1863799999996 W,13:18:05,16-09-2022
2316.013650000001 W,13:18:17,16-09-2022
2032.6038000000005 W,13:18:36,16-09-2022
1851.6855500000006 W,13:18:49,16-09-2022
1735.6880000000008 W,13:19:07,16-09-2022
1634.5681800000004 W,13:19:20,16-09-2022
1583.96061 W,13:19:32,16-09-2022
1587.1298100000001 W,13:19:51,16-09-2022
1629.2510000000002 W,13:20:04,16-09-2022
1668.431 W,13:20:19,16-09-2022
1679.6156000000005 W,13:20:48,16-09-2022
1673.1686200000004 W,13:21:06,16-09-2022
1687.312 W,13:21:22,16-09-2022
1650.54 W,13:21:34,16-09-2022
1634.7279999999998 W,13:21:50,16-09-2022
1614 W,13:22:06,16-09-2022
1570.4960000000003 W,13:22:18,16-09-2022
1459.4319999999998 W,13:22:37,16-09-2022
1359.6480000000001 W,13:22:50,16-09-2022
465 W,13:23:02,16-09-2022
1173.655 W,13:23:21,16-09-2022
1171.1942857142858 W,13:23:33,16-09-2022
1146.164 W,13:23:49,16-09-2022
1133.4719999999998 W,13:24:05,16-09-2022
1104.92 W,13:24:24,16-09-2022
1069.344 W,13:24:49,16-09-2022
1107.6080000000002 W,13:25:07,16-09-2022
1091.0079999999998 W,13:25:20,16-09-2022
1065.228 W,13:25:32,16-09-2022
1026.536 W,13:25:51,16-09-2022
1010.0680000000001 W,13:26:07,16-09-2022
976.368 W,13:26:23,16-09-2022
418 W,13:26:35,16-09-2022
905.7129444444445 W,13:26:51,16-09-2022
885.65975 W,13:27:06,16-09-2022
877.6124000000001 W,13:27:19,16-09-2022
880.856 W,13:27:35,16-09-2022
918.3040000000001 W,13:27:47,16-09-2022
965.7760000000001 W,13:28:06,16-09-2022
995.8320000000001 W,13:28:18,16-09-2022
1041.6840000000002 W,13:28:37,16-09-2022
1053.328 W,13:28:50,16-09-2022
1047.64165 W,13:29:02,16-09-2022
1064.70725 W,13:29:21,16-09-2022
453 W,13:29:33,16-09-2022
1047.73625 W,13:29:49,16-09-2022
1051.118 W,13:30:05,16-09-2022
1019.0456999999998 W,13:30:20,16-09-2022
964.94595 W,13:30:36,16-09-2022
938.8520000000001 W,13:30:49,16-09-2022
920.7275 W,13:31:04,16-09-2022
837.9386374999999 W,13:31:20,16-09-2022
776.5160000000001 W,13:31:36,16-09-2022
719.3120000000001 W,13:31:51,16-09-2022
678.8600000000001 W,13:32:04,16-09-2022
630.6759999999999 W,13:32:19,16-09-2022
577.696 W,13:32:35,16-09-2022
552.6305000000001 W,13:32:51,16-09-2022
436 W,13:33:03,16-09-2022
517.9477 W,13:33:19,16-09-2022
510.04625 W,13:33:34,16-09-2022
485.34075 W,13:33:50,16-09-2022
489.5933 W,13:34:06,16-09-2022
488.1856 W,13:34:18,16-09-2022
487.74845000000005 W,13:34:37,16-09-2022
477.32265 W,13:34:50,16-09-2022
474.75075 W,13:35:05,16-09-2022
467.0418 W,13:35:21,16-09-2022
458.8595 W,13:35:37,16-09-2022
452.89915 W,13:35:49,16-09-2022
434 W,13:36:08,16-09-2022
433 W,13:36:20,16-09-2022
435 W,13:36:36,16-09-2022
427 W,13:36:48,16-09-2022
413 W,13:37:04,16-09-2022
401 W,13:37:20,16-09-2022
366.3773 W,13:37:35,16-09-2022
361.2663 W,13:37:51,16-09-2022
372.4759 W,13:38:04,16-09-2022
320.3836 W,13:38:19,16-09-2022
309.51349999999996 W,13:38:35,16-09-2022
296.9951 W,13:38:50,16-09-2022
293.92109999999997 W,13:39:03,16-09-2022
291.9705 W,13:39:22,16-09-2022
286.236 W,13:39:34,16-09-2022
289.7483 W,13:39:53,16-09-2022
278.233385 W,13:40:06,16-09-2022
257.6404 W,13:40:18,16-09-2022
252.85854999999998 W,13:40:34,16-09-2022
265.0037 W,13:40:49,16-09-2022
257.60175000000004 W,13:41:05,16-09-2022
258.05895 W,13:41:21,16-09-2022
268.08615000000003 W,13:41:33,16-09-2022
260.86170000000004 W,13:41:52,16-09-2022
282.79185 W,13:42:04,16-09-2022
283.86285 W,13:42:23,16-09-2022
375 W,13:42:36,16-09-2022
305.1539375 W,13:42:48,16-09-2022
330.75035 W,13:43:04,16-09-2022
370 W,13:43:20,16-09-2022
371 W,13:43:35,16-09-2022
385 W,13:43:48,16-09-2022
388 W,13:44:06,16-09-2022
398 W,13:44:19,16-09-2022
425 W,13:44:35,16-09-2022
439 W,13:44:50,16-09-2022
444 W,13:45:06,16-09-2022
511.9163125 W,13:45:22,16-09-2022
545.6120867768594 W,13:45:34,16-09-2022
616.4353000000001 W,13:45:50,16-09-2022
668.0278999999999 W,13:46:05,16-09-2022
686 W,13:46:21,16-09-2022
784 W,13:46:37,16-09-2022
796 W,13:46:49,16-09-2022
795 W,13:47:02,16-09-2022
789 W,13:47:20,16-09-2022
785 W,13:47:33,16-09-2022
792 W,13:47:49,16-09-2022
804 W,13:48:04,16-09-2022
837 W,13:48:20,16-09-2022
866 W,13:48:32,16-09-2022
888 W,13:48:51,16-09-2022
918 W,13:49:04,16-09-2022
930 W,13:49:22,16-09-2022
959 W,13:49:47,16-09-2022
989 W,13:50:06,16-09-2022
1023 W,13:50:19,16-09-2022
1096 W,13:50:53,16-09-2022
1117 W,13:51:06,16-09-2022
1125 W,13:51:18,16-09-2022
1122 W,13:51:34,16-09-2022
1101 W,13:51:49,16-09-2022
1072 W,13:52:02,16-09-2022
1034 W,13:52:21,16-09-2022
995 W,13:52:33,16-09-2022
962 W,13:52:49,16-09-2022
927 W,13:53:04,16-09-2022
888 W,13:53:20,16-09-2022
857 W,13:53:33,16-09-2022
832 W,13:53:51,16-09-2022
807 W,13:54:04,16-09-2022
786 W,13:54:19,16-09-2022
779 W,13:54:35,16-09-2022
758 W,13:54:48,16-09-2022
753 W,13:55:03,16-09-2022
756 W,13:55:19,16-09-2022
764 W,13:55:38,16-09-2022
775 W,13:55:50,16-09-2022
699.849005 W,13:56:06,16-09-2022
401 W,13:56:18,16-09-2022
793.956 W,13:56:34,16-09-2022
792.7714000000001 W,13:56:50,16-09-2022
788.315 W,13:57:05,16-09-2022
772.4324250000002 W,13:57:18,16-09-2022
756.436 W,13:57:36,16-09-2022
342 W,13:57:49,16-09-2022
717 W,13:58:05,16-09-2022
689 W,13:58:20,16-09-2022
658 W,13:58:36,16-09-2022
632 W,13:58:48,16-09-2022
615 W,13:59:04,16-09-2022
872.441 W,13:59:20,16-09-2022
579.3141500000002 W,13:59:35,16-09-2022
766.5156400000001 W,13:59:48,16-09-2022
561.26905 W,14:00:07,16-09-2022
566.49215 W,14:00:19,16-09-2022
569 W,14:00:35,16-09-2022
564 W,14:00:50,16-09-2022
533.9803 W,14:01:03,16-09-2022
538.88405 W,14:01:22,16-09-2022
533.17625 W,14:01:34,16-09-2022
529.77875 W,14:01:50,16-09-2022
537.94295 W,14:02:06,16-09-2022
538.6519000000001 W,14:02:21,16-09-2022
540.9225500000001 W,14:02:34,16-09-2022
551.63035 W,14:02:49,16-09-2022
557.1920500000001 W,14:03:05,16-09-2022
576.916 W,14:03:21,16-09-2022
597.976 W,14:03:33,16-09-2022
617.688 W,14:03:52,16-09-2022
634.0920000000001 W,14:04:04,16-09-2022
633.396 W,14:04:20,16-09-2022
631.26 W,14:04:36,16-09-2022
607.16 W,14:04:48,16-09-2022
606.89 W,14:05:04,16-09-2022
576.384 W,14:05:20,16-09-2022
548.504 W,14:05:35,16-09-2022
522.2560000000001 W,14:05:51,16-09-2022
483.52799999999996 W,14:06:06,16-09-2022
505.10799999999995 W,14:06:19,16-09-2022
485.352 W,14:06:38,16-09-2022
477.812 W,14:06:50,16-09-2022
471.77200000000005 W,14:07:03,16-09-2022
469.528 W,14:07:22,16-09-2022
470.78000000000003 W,14:07:34,16-09-2022
457.48 W,14:07:50,16-09-2022
447.26 W,14:08:02,16-09-2022
436.55600000000004 W,14:08:21,16-09-2022
429.824 W,14:08:34,16-09-2022
421.636 W,14:08:49,16-09-2022
419.876 W,14:09:05,16-09-2022
425.31600000000003 W,14:09:21,16-09-2022
417.752 W,14:09:36,16-09-2022
429.24 W,14:09:49,16-09-2022
431.29200000000003 W,14:10:04,16-09-2022
366 W,14:10:20,16-09-2022
414 W,14:10:36,16-09-2022
409 W,14:10:48,16-09-2022
406 W,14:11:07,16-09-2022
404 W,14:11:23,16-09-2022
394 W,14:11:35,16-09-2022
388 W,14:11:48,16-09-2022
394 W,14:12:06,16-09-2022
402 W,14:12:19,16-09-2022
413 W,14:12:38,16-09-2022
447.1313 W,14:12:50,16-09-2022
457.05085 W,14:13:03,16-09-2022
465.1856 W,14:13:21,16-09-2022
459.79830000000004 W,14:13:34,16-09-2022
455.27395 W,14:13:53,16-09-2022
441.96479999999997 W,14:14:05,16-09-2022
413 W,14:14:21,16-09-2022
402 W,14:14:36,16-09-2022
400 W,14:14:49,16-09-2022
385 W,14:15:05,16-09-2022
374 W,14:15:20,16-09-2022
386 W,14:15:33,16-09-2022
381 W,14:15:55,16-09-2022
361.91625 W,14:16:04,16-09-2022
348.0635 W,14:16:20,16-09-2022
